x,y
0.0,0.7
0.7525083612040134,0.6962236775588425
1.5050167224080269,0.7016086071133781
2.25752508361204,0.6964133219470537
3.0100334448160537,0.6886421861656703
3.7625418060200673,0.670172993382439
4.51505016722408,0.6719043552519214
5.267558528428094,0.6608724213075752
6.020066889632108,0.650331806277115
6.7725752508361206,0.637829771312859
7.5250836120401345,0.6345081384289789
8.277591973244148,0.6096493006863182
9.03010033444816,0.4782751500161363
9.782608695652174,0.2997475216277429
10.535117056856189,0.2089259049716478
11.287625418060202,0.1866989024045423
12.040133779264217,0.1709725843903246
12.792642140468228,0.1535659713991127
13.54515050167224,0.1500426985482493
14.297658862876256,0.1573231263017027
15.050167224080267,0.1528916485066931
15.802675585284282,0.1417212655906822
16.555183946488295,0.139001910724333
17.30769230769231,0.1300149892805742
18.06020066889632,0.1198993085405664
18.812709030100336,0.1099149430378777
19.565217391304348,0.1046686221364125
20.317725752508363,0.0958975120598407
21.070234113712377,0.0790213194438492
21.82274247491639,0.074005390394207
22.575250836120404,0.0670442893904817
23.32775919732441,0.0551596697217309
24.08026755852843,0.0366570606833481
24.832775919732445,0.02549060489134
25.585284280936456,0.0143467122117846
26.33779264214047,0.0093587728459446
27.09030100334448,0.0087147879781451
27.842809364548497,0.003513638306643
28.595317725752512,0.005691152403828
29.347826086956523,0.0022091857572493
30.100334448160535,0.0010510671521327
30.85284280936455,0.0033302462505924
31.605351170568564,0.002811230527415
32.357859531772576,-0.0075555788658674
33.11036789297659,0.0012528715606724
33.862876254180605,0.0008891722765037
34.61538461538462,-0.0066074108509897
35.36789297658863,-0.0022989988085708
36.12040133779264,0.0065847159189898
36.87290969899666,-0.0032671708141856
37.62541806020067,-0.0047143874114969
38.37792642140469,0.0036668023675669
39.130434782608695,-0.002988898377455
39.88294314381271,0.0041527360867947
40.635451505016725,-0.0006981426845532
41.38795986622074,0.0008747364206773
42.14046822742476,0.0035866780529461
42.89297658862876,-0.0056164299443919
43.64548494983278,-0.0036574519677035
44.39799331103679,-0.0026781038365337
